Index,User ID,Exposure ID,Audience Segment ID,Segment Type,Age,Gender,Income,Interests,Device,Browser,Operating System,Location (DMA)
2189,U0882,P932c87c,AS328,1P Audience,28,Male,98399,Technology,Desktop,Safari,iOS,"Detroit, Michigan"
2188,U0681,O577c178,AS268,1P Audience,20,Female,115286,"Auto, Fashion, Art",Laptop,Firefox,macOS,"Grand Rapids, Michigan"
2187,U0343,Oc091538,AS188,3P Audience,58,Male,89813,"Fashion, Music",Smartphone,Opera,Windows,"Warren, Michigan"
2186,U0139,P60b93a8,AS137,1P Audience,22,Male,26729,"Music, Travel",Smartphone,Chrome,iOS,"Grand Rapids, Michigan"
2185,U0118,Oe6c3eae,AS134,Custom Audience,67,Female,112434,"Fashion, Auto",Smartphone,Safari,Linux,"Grand Rapids, Michigan"
2184,U0526,O4b53237,AS337,3P Audience,63,Male,43774,"Art, Gaming, Food",Desktop,Safari,Linux,"Grand Rapids, Michigan"
2183,U0695,P89638b4,AS019,Custom Audience,20,Female,78715,Technology,Desktop,Edge,Windows,"Grand Rapids, Michigan"
2182,U0481,P339ffcd,AS068,Custom Audience,23,Male,60238,"Fitness, Music",Smartphone,Firefox,macOS,"Grand Rapids, Michigan"
2181,U0837,Pdcae370,AS382,3P Audience,30,Female,27996,"Sports, Fitness",Laptop,Chrome,macOS,"Grand Rapids, Michigan"
2180,U0152,Pa1e1868,AS453,Custom Audience,19,Male,61729,"Auto, Music",Tablet,Opera,Linux,"Detroit, Michigan"
2179,U0488,O7a9704f,AS145,1P Audience,59,Male,99772,"Travel, Auto, Technology",Tablet,Edge,Linux,"Warren, Michigan"
2178,U0553,O1808e36,AS237,3P Audience,28,Female,51830,"Fitness, Fashion, Art",Smartphone,Firefox,Android,"Detroit, Michigan"
2177,U0333,P0cbcd6c,AS207,1P Audience,66,Male,45202,"Gaming, Fashion, Fitness",Smartphone,Firefox,iOS,"Grand Rapids, Michigan"
2176,U0400,O70ef762,AS461,Custom Audience,29,Female,30696,Music,Desktop,Firefox,Linux,"Grand Rapids, Michigan"
2175,U0607,Oef5f2e9,AS379,Custom Audience,59,Female,37616,"Fitness, Sports",Tablet,Chrome,macOS,"Detroit, Michigan"
2174,U0311,O54001fd,AS341,1P Audience,57,Male,79804,"Art, Travel, Auto",Tablet,Firefox,macOS,"Grand Rapids, Michigan"
2173,U0983,O0ae9d39,AS220,Custom Audience,36,Male,39338,"Travel, Sports, Auto",Desktop,Edge,Linux,"Warren, Michigan"
2172,U0236,O2b4bcb7,AS107,Custom Audience,60,Male,105065,"Gaming, Fitness, Sports",Tablet,Opera,iOS,"Warren, Michigan"
2171,U0216,O6677b27,AS262,1P Audience,23,Male,98612,"Gaming, Auto, Food",Tablet,Edge,Android,"Detroit, Michigan"
2170,U0620,O1f0a773,AS376,1P Audience,22,Male,84768,Travel,Desktop,Edge,macOS,"Grand Rapids, Michigan"
2169,U0273,Pae26a80,AS024,1P Audience,27,Female,35084,"Travel, Music, Sports",Tablet,Firefox,iOS,"Grand Rapids, Michigan"
2168,U0673,O14951b3,AS374,Custom Audience,61,Male,65523,"Fitness, Art, Auto",Smartphone,Opera,iOS,"Grand Rapids, Michigan"
2167,U0837,Of4aa680,AS057,3P Audience,30,Female,27996,"Auto, Sports, Fashion",Tablet,Opera,Android,"Grand Rapids, Michigan"
2166,U0151,O34b518e,AS168,Custom Audience,66,Male,65426,"Fashion, Art",Laptop,Firefox,Android,"Detroit, Michigan"
2165,U0091,Oeabb1cf,AS083,Custom Audience,37,Male,108944,"Travel, Art, Food",Tablet,Safari,iOS,"Warren, Michigan"
2164,U0818,Occ6f981,AS110,Custom Audience,59,Female,83666,"Auto, Technology, Art",Tablet,Chrome,iOS,"Detroit, Michigan"
2163,U0656,Oa9ba9ef,AS379,1P Audience,52,Male,66664,"Gaming, Technology, Fashion",Desktop,Opera,macOS,"Detroit, Michigan"
2162,U0409,P06a29ba,AS067,1P Audience,58,Male,93310,Fitness,Desktop,Chrome,Android,"Detroit, Michigan"
2161,U0035,Oe81f31c,AS486,Custom Audience,61,Female,109093,"Music, Art, Food",Tablet,Chrome,Android,"Grand Rapids, Michigan"
2160,U0405,P3cae6dd,AS324,1P Audience,40,Male,29475,Gaming,Desktop,Safari,Android,"Detroit, Michigan"
2159,U0034,O6620945,AS427,Custom Audience,52,Female,30567,Technology,Desktop,Firefox,iOS,"Grand Rapids, Michigan"
2158,U0975,Pae6a2d9,AS388,Custom Audience,21,Male,34275,"Music, Travel",Laptop,Firefox,macOS,"Detroit, Michigan"
2157,U0841,Od2262e9,AS389,Custom Audience,48,Male,97224,"Technology, Auto",Laptop,Edge,Windows,"Warren, Michigan"
2156,U0362,O51d9eae,AS270,Custom Audience,51,Female,119644,Technology,Desktop,Edge,macOS,"Detroit, Michigan"
2155,U0371,O67895a6,AS249,3P Audience,31,Female,76551,Music,Desktop,Firefox,iOS,"Detroit, Michigan"
2154,U0713,Oa35a4fb,AS261,1P Audience,27,Female,101844,Auto,Desktop,Opera,Windows,"Detroit, Michigan"
2153,U0771,P4bfa2e2,AS126,1P Audience,64,Male,49411,"Auto, Sports, Art",Smartphone,Opera,macOS,"Detroit, Michigan"
2152,U0858,Oa94784f,AS222,1P Audience,48,Female,69819,Fitness,Smartphone,Safari,Windows,"Grand Rapids, Michigan"
2151,U0245,Od0c3f09,AS164,3P Audience,62,Female,36451,Food,Smartphone,Chrome,Android,"Warren, Michigan"
2150,U0567,P038c905,AS108,1P Audience,61,Female,117353,"Travel, Art, Fitness",Smartphone,Opera,Windows,"Detroit, Michigan"
2149,U0420,Oe23fc8a,AS046,Custom Audience,61,Female,108059,"Food, Fashion",Laptop,Opera,Windows,"Warren, Michigan"
2148,U0966,O7bc895e,AS464,1P Audience,30,Female,86864,Technology,Laptop,Chrome,Windows,"Grand Rapids, Michigan"
2147,U0434,O8fbdc8b,AS426,Custom Audience,60,Male,33693,"Travel, Sports",Tablet,Safari,Windows,"Grand Rapids, Michigan"
2146,U0957,Odf9533d,AS327,3P Audience,48,Female,101712,Sports,Tablet,Edge,Windows,"Warren, Michigan"
2145,U0100,Ob672048,AS093,Custom Audience,18,Female,102137,Gaming,Smartphone,Chrome,Android,"Warren, Michigan"
2144,U0114,Ob51f884,AS126,Custom Audience,21,Female,118153,"Sports, Auto, Gaming",Desktop,Safari,macOS,"Grand Rapids, Michigan"
2143,U0072,Pabdf644,AS212,1P Audience,69,Female,64839,"Technology, Travel",Smartphone,Firefox,iOS,"Detroit, Michigan"
2142,U0980,O52173ca,AS275,3P Audience,53,Male,73924,"Art, Technology, Fashion",Tablet,Opera,Windows,"Detroit, Michigan"
2141,U0041,Pe5bb1ce,AS361,1P Audience,25,Male,115484,Fitness,Desktop,Chrome,macOS,"Grand Rapids, Michigan"
2140,U0859,O64378f5,AS443,1P Audience,56,Male,98564,"Auto, Travel",Smartphone,Chrome,iOS,"Detroit, Michigan"
2139,U0392,Pd8a8504,AS469,1P Audience,25,Male,105152,"Technology, Sports",Desktop,Safari,Android,"Warren, Michigan"
2138,U0525,Od38fce9,AS357,3P Audience,26,Female,71175,"Travel, Art, Sports",Smartphone,Edge,Linux,"Warren, Michigan"
2137,U0479,P9ffa12c,AS439,Custom Audience,60,Male,52694,"Travel, Fashion, Gaming",Laptop,Safari,Linux,"Grand Rapids, Michigan"
2136,U0540,O3117e7a,AS380,1P Audience,34,Female,37274,"Fitness, Art",Laptop,Firefox,Android,"Grand Rapids, Michigan"
2135,U0722,Ofd90a0f,AS097,Custom Audience,56,Female,61689,Fashion,Desktop,Opera,Windows,"Warren, Michigan"
2134,U0078,P7d6e861,AS231,3P Audience,34,Female,41712,Technology,Laptop,Safari,Windows,"Detroit, Michigan"
2133,U0391,P695afdc,AS337,1P Audience,21,Female,70084,"Auto, Fitness, Gaming",Smartphone,Safari,iOS,"Detroit, Michigan"
2132,U0722,Od14e7e3,AS496,3P Audience,56,Female,61689,Sports,Desktop,Safari,Android,"Grand Rapids, Michigan"
2131,U0174,P8919c20,AS435,1P Audience,62,Male,36664,"Travel, Art, Food",Tablet,Edge,Linux,"Detroit, Michigan"
2130,U0717,O2c814c8,AS439,3P Audience,54,Female,90582,Travel,Desktop,Edge,Android,"Warren, Michigan"
2129,U0326,Pd85a832,AS258,1P Audience,26,Male,28420,"Gaming, Technology",Laptop,Firefox,Windows,"Warren, Michigan"
2128,U0726,O84b4cf0,AS243,1P Audience,62,Female,53664,Food,Desktop,Opera,Android,"Grand Rapids, Michigan"
2127,U0017,O9e1997f,AS275,1P Audience,51,Female,119503,Technology,Desktop,Safari,iOS,"Detroit, Michigan"
2126,U0209,P0a603bc,AS134,3P Audience,32,Male,92171,"Travel, Auto, Technology",Tablet,Opera,macOS,"Grand Rapids, Michigan"
2125,U0567,Ob2cae42,AS011,3P Audience,61,Female,117353,Auto,Laptop,Opera,Android,"Grand Rapids, Michigan"
2124,U0517,P9b74d8b,AS348,1P Audience,56,Male,93565,"Food, Art",Tablet,Opera,macOS,"Warren, Michigan"
2123,U0499,Pf0064bd,AS311,3P Audience,67,Male,28804,"Art, Music, Technology",Laptop,Opera,Windows,"Warren, Michigan"
2122,U0634,O545bf32,AS417,1P Audience,51,Male,74963,Travel,Desktop,Opera,Windows,"Grand Rapids, Michigan"
2121,U0034,P74e9650,AS425,Custom Audience,52,Female,30567,"Fashion, Travel, Auto",Laptop,Edge,macOS,"Grand Rapids, Michigan"
2120,U0538,P9d89cb9,AS262,Custom Audience,46,Male,49361,"Gaming, Travel, Technology",Tablet,Edge,Linux,"Detroit, Michigan"
2119,U0323,P4c48741,AS298,Custom Audience,51,Female,70385,"Art, Fashion",Desktop,Edge,macOS,"Grand Rapids, Michigan"
2118,U0337,O0fd2e1a,AS025,3P Audience,45,Female,46712,Music,Desktop,Safari,Windows,"Warren, Michigan"
2117,U0475,O511e90a,AS201,3P Audience,50,Male,118220,"Auto, Food, Fashion",Laptop,Safari,Windows,"Grand Rapids, Michigan"
2116,U0161,O7c8efd7,AS413,3P Audience,24,Female,86559,"Travel, Sports",Tablet,Edge,Android,"Warren, Michigan"
2115,U0069,Oaf18dda,AS013,1P Audience,38,Female,69136,"Music, Fashion",Smartphone,Opera,Android,"Detroit, Michigan"
2114,U0865,P4bca035,AS183,3P Audience,65,Male,94815,Sports,Smartphone,Firefox,Linux,"Detroit, Michigan"
2113,U0721,O9e234a4,AS277,3P Audience,60,Female,63834,"Gaming, Music, Food",Smartphone,Safari,iOS,"Grand Rapids, Michigan"
2112,U0185,P1023aad,AS092,3P Audience,26,Male,85961,"Auto, Gaming",Tablet,Chrome,macOS,"Warren, Michigan"
2111,U0582,O8ccf799,AS476,1P Audience,37,Male,113160,"Auto, Fitness",Desktop,Opera,macOS,"Warren, Michigan"
2110,U0128,Pc2911b1,AS097,1P Audience,64,Male,78296,Food,Laptop,Opera,iOS,"Detroit, Michigan"
2109,U0610,Oe8ae7ef,AS125,1P Audience,25,Male,20133,"Gaming, Fashion",Smartphone,Chrome,macOS,"Grand Rapids, Michigan"
2108,U0510,O732aa6f,AS467,3P Audience,22,Female,65051,Technology,Laptop,Opera,Linux,"Warren, Michigan"
2107,U0686,Off91414,AS324,1P Audience,60,Male,35110,Fitness,Desktop,Opera,macOS,"Warren, Michigan"
2106,U0660,Odc610d9,AS008,1P Audience,64,Female,49784,"Music, Fitness, Gaming",Tablet,Edge,Windows,"Grand Rapids, Michigan"
2105,U0788,Pda349a9,AS338,3P Audience,22,Male,60509,"Fashion, Music, Technology",Desktop,Chrome,Android,"Warren, Michigan"
2104,U0194,Pf304692,AS141,3P Audience,19,Male,83041,"Fashion, Gaming",Tablet,Chrome,Android,"Grand Rapids, Michigan"
2103,U0026,Obb53318,AS305,Custom Audience,19,Female,97241,"Food, Fashion",Laptop,Edge,Android,"Detroit, Michigan"
2102,U0071,P297cf71,AS237,3P Audience,54,Female,83640,"Auto, Art",Tablet,Firefox,Android,"Grand Rapids, Michigan"
2101,U0512,P245f78c,AS431,1P Audience,61,Female,41798,Gaming,Laptop,Opera,Windows,"Detroit, Michigan"
2100,U0455,O19f1ea1,AS478,3P Audience,26,Female,98843,Food,Desktop,Opera,iOS,"Warren, Michigan"
2099,U0114,Pedbf7eb,AS444,1P Audience,21,Female,118153,"Fashion, Technology, Music",Laptop,Safari,Android,"Springfield, Massachusetts"
2098,U0411,O554024e,AS081,1P Audience,38,Female,51866,"Fitness, Fashion, Music",Desktop,Safari,Windows,"Boston, Massachusetts"
2097,U0364,P9d2acba,AS032,3P Audience,59,Male,30934,Travel,Smartphone,Chrome,Android,"Boston, Massachusetts"
2096,U0806,P2853ec6,AS428,3P Audience,28,Female,65047,Art,Desktop,Opera,iOS,"Boston, Massachusetts"
2095,U0058,O49bc2e5,AS291,1P Audience,18,Female,78458,Sports,Desktop,Chrome,Windows,"Boston, Massachusetts"
2094,U0247,P7149047,AS205,1P Audience,61,Male,32596,"Fitness, Fashion, Travel",Smartphone,Edge,Android,"Springfield, Massachusetts"
2093,U0395,P7a7dc9a,AS034,1P Audience,54,Female,104945,"Fashion, Technology, Music",Smartphone,Firefox,iOS,"Springfield, Massachusetts"
2092,U0613,O55ad6a4,AS495,1P Audience,41,Male,93597,Gaming,Laptop,Chrome,Linux,"Boston, Massachusetts"
2091,U0765,O317ed23,AS444,3P Audience,66,Male,29711,"Art, Travel",Tablet,Opera,Android,"Springfield, Massachusetts"
2090,U0681,O84c2d28,AS491,3P Audience,20,Female,115286,Art,Desktop,Chrome,Linux,"Boston, Massachusetts"
2089,U0419,Oa42b827,AS307,Custom Audience,25,Female,63385,"Auto, Fitness, Travel",Desktop,Chrome,iOS,"Worcester, Massachusetts"
2088,U0291,P9ca5266,AS298,3P Audience,48,Male,46259,Sports,Laptop,Chrome,Windows,"Springfield, Massachusetts"
2087,U0229,Ob9fd6f7,AS430,3P Audience,26,Male,58596,"Technology, Auto",Laptop,Firefox,macOS,"Boston, Massachusetts"
2086,U0424,Obdd1591,AS320,Custom Audience,65,Male,94234,"Fitness, Food, Fashion",Laptop,Edge,macOS,"Boston, Massachusetts"
2085,U0493,P424dccc,AS149,3P Audience,30,Male,104850,Music,Smartphone,Edge,Linux,"Boston, Massachusetts"
2084,U0080,O37c25d5,AS034,3P Audience,20,Female,76131,"Sports, Auto, Food",Smartphone,Edge,Linux,"Worcester, Massachusetts"
2083,U0397,Pdae2e1b,AS121,1P Audience,28,Male,26030,Art,Laptop,Safari,macOS,"Springfield, Massachusetts"
2082,U0165,Od94d51c,AS156,1P Audience,62,Female,80439,"Fashion, Gaming",Tablet,Opera,macOS,"Springfield, Massachusetts"
2081,U0184,O4857895,AS121,Custom Audience,49,Male,45096,"Technology, Gaming, Food",Tablet,Edge,Linux,"Worcester, Massachusetts"
2080,U0686,Pc98bd7a,AS254,Custom Audience,60,Male,35110,"Technology, Gaming, Fashion",Smartphone,Chrome,macOS,"Boston, Massachusetts"
2079,U0101,Pea87438,AS055,3P Audience,20,Male,73670,"Music, Technology",Laptop,Chrome,Android,"Boston, Massachusetts"
2078,U0280,P1c2cf83,AS109,1P Audience,34,Female,33181,Travel,Smartphone,Edge,iOS,"Springfield, Massachusetts"
2077,U0838,P7998cb0,AS058,1P Audience,46,Male,31058,Auto,Desktop,Opera,Android,"Springfield, Massachusetts"
2076,U0539,O2d4f6bb,AS212,1P Audience,29,Female,71657,"Fashion, Fitness, Art",Tablet,Chrome,Linux,"Worcester, Massachusetts"
2075,U0089,P123c10f,AS401,3P Audience,48,Female,90296,"Art, Fitness",Laptop,Safari,Windows,"Springfield, Massachusetts"
2074,U0116,Pdc5cee4,AS319,Custom Audience,26,Male,24984,"Food, Gaming",Laptop,Opera,iOS,"Springfield, Massachusetts"
2073,U0309,P56eef47,AS488,3P Audience,46,Female,119229,Gaming,Smartphone,Firefox,Android,"Boston, Massachusetts"
2072,U0091,O6a9b37e,AS139,3P Audience,37,Male,108944,Auto,Laptop,Opera,iOS,"Springfield, Massachusetts"
2071,U0413,O6711170,AS066,3P Audience,25,Female,117632,"Technology, Gaming",Desktop,Opera,Android,"Springfield, Massachusetts"
2070,U0756,O05a0cfc,AS472,Custom Audience,51,Male,20874,"Sports, Travel",Tablet,Opera,Windows,"Springfield, Massachusetts"
2069,U0662,P2de43d7,AS148,1P Audience,65,Female,88259,Art,Desktop,Chrome,iOS,"Springfield, Massachusetts"
2068,U0384,P2f08040,AS110,1P Audience,56,Female,115685,Gaming,Smartphone,Firefox,Android,"Boston, Massachusetts"
2067,U0833,P1cb6aa8,AS230,3P Audience,28,Male,111460,"Auto, Art",Tablet,Firefox,Windows,"Boston, Massachusetts"
2066,U0204,Od8c00cf,AS481,3P Audience,69,Male,57923,"Gaming, Auto, Fitness",Laptop,Chrome,Linux,"Boston, Massachusetts"
2065,U0761,Oa0bf14a,AS203,Custom Audience,64,Male,118282,"Sports, Art",Desktop,Firefox,Windows,"Boston, Massachusetts"
2064,U0529,O4294c16,AS077,1P Audience,67,Male,75375,"Music, Technology, Fashion",Laptop,Chrome,Linux,"Boston, Massachusetts"
2063,U0459,O82f0a63,AS394,Custom Audience,51,Male,115071,Auto,Tablet,Firefox,Windows,"Worcester, Massachusetts"
2062,U0192,O094ceb1,AS325,3P Audience,62,Female,22767,Food,Tablet,Chrome,iOS,"Worcester, Massachusetts"
2061,U0395,O8ec0cd5,AS040,1P Audience,54,Female,104945,"Fitness, Food, Music",Smartphone,Firefox,Windows,"Boston, Massachusetts"
2060,U0369,Pfc52a98,AS188,3P Audience,60,Female,23184,"Travel, Art",Smartphone,Edge,macOS,"Worcester, Massachusetts"
2059,U0718,P62c60c5,AS304,3P Audience,54,Female,104691,"Auto, Fashion",Laptop,Firefox,iOS,"Springfield, Massachusetts"
2058,U0581,O3cfb5ca,AS346,1P Audience,68,Female,91265,"Travel, Fitness, Technology",Smartphone,Safari,Windows,"Worcester, Massachusetts"
2057,U0239,Obce1e4e,AS081,Custom Audience,20,Female,95325,Art,Smartphone,Edge,iOS,"Worcester, Massachusetts"
2056,U0652,O2ae2cd1,AS116,1P Audience,39,Female,95378,"Fitness, Music",Tablet,Safari,Linux,"Worcester, Massachusetts"
2055,U0564,O9605f97,AS483,3P Audience,38,Female,83627,"Art, Music",Smartphone,Edge,macOS,"Boston, Massachusetts"
2054,U0015,Pf376c89,AS147,1P Audience,30,Female,53142,"Sports, Technology",Desktop,Chrome,Android,"Springfield, Massachusetts"
2053,U0607,O0fbc923,AS193,1P Audience,59,Female,37616,"Travel, Fashion",Laptop,Firefox,Windows,"Worcester, Massachusetts"
2052,U0446,P2d4cd72,AS083,Custom Audience,44,Male,45220,"Food, Travel, Sports",Smartphone,Opera,Windows,"Boston, Massachusetts"
2051,U0128,Oa9fde13,AS050,1P Audience,64,Male,78296,Travel,Desktop,Edge,Android,"Boston, Massachusetts"
2050,U0099,P1755697,AS201,Custom Audience,37,Female,24222,"Auto, Food",Smartphone,Opera,Linux,"Boston, Massachusetts"
2049,U0972,O88e6193,AS474,3P Audience,37,Male,42732,Fitness,Laptop,Opera,Android,"Worcester, Massachusetts"
2048,U0433,P6815db9,AS248,3P Audience,65,Male,44260,"Travel, Art, Technology",Tablet,Chrome,Windows,"Worcester, Massachusetts"
2047,U0495,P6afcbc1,AS494,3P Audience,57,Female,92209,Technology,Laptop,Safari,iOS,"Boston, Massachusetts"
2046,U0038,Pbfbb6a6,AS249,Custom Audience,67,Male,73415,"Technology, Food",Desktop,Firefox,Android,"Worcester, Massachusetts"
2045,U0918,Oeaf88c6,AS137,1P Audience,28,Male,109013,"Technology, Fashion, Sports",Laptop,Firefox,macOS,"Boston, Massachusetts"
2044,U0547,O3189164,AS050,3P Audience,20,Female,38162,"Art, Music",Smartphone,Edge,macOS,"Springfield, Massachusetts"
2043,U0935,O9b257d3,AS427,3P Audience,32,Female,69714,"Fitness, Auto, Art",Tablet,Edge,iOS,"Worcester, Massachusetts"
2042,U0517,P4b56bf9,AS459,3P Audience,56,Male,93565,Fitness,Desktop,Safari,Android,"Boston, Massachusetts"
2041,U0599,Pfb3bd70,AS040,3P Audience,50,Female,22424,"Food, Fashion",Smartphone,Firefox,iOS,"Springfield, Massachusetts"
2040,U0520,O1998d71,AS241,3P Audience,46,Male,77467,"Gaming, Art",Laptop,Opera,Android,"Worcester, Massachusetts"
2039,U0647,Oeabf577,AS227,Custom Audience,49,Male,113122,"Sports, Auto",Smartphone,Opera,macOS,"Springfield, Massachusetts"
2038,U0284,P53233aa,AS160,3P Audience,66,Male,29973,Travel,Laptop,Chrome,macOS,"Springfield, Massachusetts"
2037,U0172,P7c782d3,AS495,1P Audience,35,Male,95702,Technology,Laptop,Opera,macOS,"Springfield, Massachusetts"
2036,U0555,O343d16b,AS387,Custom Audience,34,Male,70465,"Technology, Music",Smartphone,Chrome,Windows,"Boston, Massachusetts"
2035,U0241,P77aada6,AS423,1P Audience,45,Male,66494,"Fitness, Auto",Smartphone,Chrome,Windows,"Boston, Massachusetts"
2034,U0517,Obb947b1,AS491,Custom Audience,56,Male,93565,"Auto, Sports, Music",Tablet,Edge,iOS,"Worcester, Massachusetts"
2033,U0910,O69afc68,AS213,3P Audience,32,Male,87738,"Fashion, Food, Travel",Laptop,Opera,Windows,"Worcester, Massachusetts"
2032,U0226,O38562c4,AS478,3P Audience,23,Female,51237,Music,Tablet,Opera,Windows,"Boston, Massachusetts"
2031,U0599,Oac13358,AS284,3P Audience,50,Female,22424,"Auto, Sports, Fitness",Laptop,Firefox,Windows,"Springfield, Massachusetts"
2030,U0173,O790bf75,AS249,Custom Audience,36,Male,83467,"Food, Auto",Tablet,Edge,Linux,"Springfield, Massachusetts"
2029,U0176,Oa98a8a2,AS477,1P Audience,52,Female,93478,Music,Tablet,Firefox,macOS,"Worcester, Massachusetts"
2028,U0833,O760ecb3,AS425,3P Audience,28,Male,111460,Auto,Smartphone,Safari,Linux,"Boston, Massachusetts"
2027,U0356,Odc34cba,AS044,1P Audience,24,Male,78480,Food,Smartphone,Opera,macOS,"Boston, Massachusetts"
2026,U0186,O91d1567,AS443,3P Audience,61,Male,55752,Gaming,Desktop,Firefox,iOS,"Worcester, Massachusetts"
2025,U0273,P4a6d803,AS314,Custom Audience,27,Female,35084,"Gaming, Art, Fitness",Tablet,Edge,Windows,"Boston, Massachusetts"
2024,U0906,O1a12f2d,AS014,3P Audience,61,Male,35804,"Art, Auto",Smartphone,Chrome,Windows,"Worcester, Massachusetts"
2023,U0074,Oe7eb80f,AS275,3P Audience,50,Female,76850,"Travel, Fashion, Technology",Laptop,Chrome,Android,"Boston, Massachusetts"
2022,U0058,O27167ff,AS254,1P Audience,18,Female,78458,"Travel, Sports",Tablet,Opera,Android,"Boston, Massachusetts"
2021,U0805,P550f1d3,AS410,3P Audience,34,Male,44212,Fitness,Laptop,Edge,Linux,"Boston, Massachusetts"
2020,U0431,O06416fe,AS422,3P Audience,40,Male,97742,"Auto, Art, Fitness",Desktop,Safari,Android,"Worcester, Massachusetts"
2019,U0887,P5fdaa08,AS483,1P Audience,44,Male,32370,"Art, Food",Tablet,Safari,Windows,"Boston, Massachusetts"
2018,U0283,P0936237,AS273,3P Audience,28,Female,64480,Travel,Smartphone,Edge,Linux,"Worcester, Massachusetts"
2017,U0334,O7b6fffd,AS317,3P Audience,38,Female,106590,"Food, Sports, Art",Laptop,Chrome,Android,"Springfield, Massachusetts"
2016,U0922,Pa0693f4,AS312,Custom Audience,38,Male,84294,"Music, Food",Laptop,Opera,Windows,"Worcester, Massachusetts"
2015,U0953,O4ae6e91,AS141,1P Audience,53,Male,39955,Fashion,Desktop,Firefox,iOS,"Worcester, Massachusetts"
2014,U0789,Pcb6a83c,AS471,3P Audience,53,Female,65246,Fashion,Smartphone,Chrome,iOS,"Springfield, Massachusetts"
2013,U0448,Ob0c05e1,AS039,Custom Audience,50,Female,31846,"Art, Gaming, Music",Desktop,Edge,Windows,"Worcester, Massachusetts"
2012,U0835,P9ce342b,AS415,Custom Audience,45,Female,66583,"Fashion, Sports",Smartphone,Opera,Linux,"Springfield, Massachusetts"
2011,U0188,Pe381346,AS143,3P Audience,26,Male,71634,Art,Desktop,Safari,Windows,"Boston, Massachusetts"
2010,U0115,P36549ee,AS130,3P Audience,60,Male,68909,"Gaming, Technology",Smartphone,Chrome,iOS,"Springfield, Massachusetts"
2009,U0087,Paec1036,AS464,3P Audience,30,Female,88484,Music,Tablet,Chrome,Windows,"Worcester, Massachusetts"
2008,U0835,P98fc061,AS145,1P Audience,45,Female,66583,"Travel, Music",Laptop,Edge,macOS,"Worcester, Massachusetts"
2007,U0576,Of968bb6,AS418,3P Audience,51,Female,72166,Fashion,Tablet,Chrome,Android,"Boston, Massachusetts"
2006,U0766,Pe40383c,AS386,3P Audience,55,Female,56460,Fashion,Laptop,Chrome,iOS,"Springfield, Massachusetts"
2005,U0545,Pa426f09,AS299,3P Audience,35,Female,63394,"Travel, Music, Fashion",Tablet,Firefox,Linux,"Springfield, Massachusetts"
2004,U0646,Pf0f6a71,AS343,3P Audience,52,Female,29189,"Sports, Fashion, Gaming",Laptop,Safari,iOS,"Worcester, Massachusetts"
2003,U0453,P09b1ce4,AS046,1P Audience,50,Female,88405,"Music, Fashion, Technology",Smartphone,Opera,Linux,"Boston, Massachusetts"
2002,U0646,O3807f12,AS028,1P Audience,52,Female,29189,Art,Laptop,Opera,Android,"Boston, Massachusetts"
2001,U0018,P3b84a6c,AS092,3P Audience,35,Female,58448,"Music, Gaming, Sports",Tablet,Edge,macOS,"Worcester, Massachusetts"
2000,U0584,P15c830a,AS007,3P Audience,19,Male,86256,"Fitness, Travel, Music",Tablet,Opera,iOS,"Springfield, Massachusetts"
1999,U0373,Peef1ec4,AS341,1P Audience,59,Female,39731,"Technology, Music, Food",Tablet,Chrome,Android,"Rockville, Maryland"
1998,U0684,Oee85b52,AS208,1P Audience,21,Female,109109,"Music, Fashion, Art",Desktop,Edge,iOS,"Frederick, Maryland"
1997,U0694,Pb25d1b9,AS246,Custom Audience,21,Female,38218,"Sports, Auto, Food",Smartphone,Firefox,Windows,"Rockville, Maryland"
1996,U0486,Of22e3b6,AS170,1P Audience,49,Male,59701,Auto,Desktop,Chrome,macOS,"Baltimore, Maryland"
1995,U0347,P51d5143,AS062,Custom Audience,56,Female,55106,"Music, Food",Desktop,Firefox,Windows,"Frederick, Maryland"
1994,U0339,P21c8094,AS433,Custom Audience,20,Male,70426,"Food, Gaming, Technology",Laptop,Firefox,Linux,"Baltimore, Maryland"
1993,U0662,Ofaa7b82,AS195,3P Audience,65,Female,88259,"Sports, Music",Desktop,Safari,macOS,"Rockville, Maryland"
1992,U0238,Ob8230af,AS312,Custom Audience,49,Male,21178,"Auto, Travel, Food",Desktop,Chrome,macOS,"Baltimore, Maryland"
1991,U0455,Pcf4ecf3,AS143,3P Audience,26,Female,98843,Fashion,Laptop,Chrome,Windows,"Rockville, Maryland"
1990,U0633,O8cc7cce,AS422,Custom Audience,29,Male,32645,"Gaming, Sports, Fashion",Smartphone,Chrome,Android,"Baltimore, Maryland"
1989,U0470,P39eae28,AS031,1P Audience,58,Female,98550,Fitness,Smartphone,Edge,macOS,"Frederick, Maryland"
1988,U0193,P4fa72e2,AS005,1P Audience,45,Male,52382,"Music, Travel, Gaming",Tablet,Edge,Linux,"Baltimore, Maryland"
1987,U0761,O2411486,AS148,3P Audience,64,Male,118282,Gaming,Laptop,Opera,Android,"Rockville, Maryland"
1986,U0746,P4f24cc2,AS448,Custom Audience,63,Male,116919,"Travel, Art, Fashion",Desktop,Safari,macOS,"Rockville, Maryland"
1985,U0038,O9c6c1e0,AS396,Custom Audience,67,Male,73415,"Fashion, Technology, Gaming",Laptop,Firefox,macOS,"Baltimore, Maryland"
