Index,Creative ID,Exposure ID,CompanyID,Company Name,Sector,Ad Format,Viewable,Was Clicked,Conversion,Spend on Exposure,Revenue Generated
2592,Cae1c,Pae1caf6,CO017,ShopSphere,Technology,Banner,1,1,1,54.38866138,130.2260826
2593,Ca501,Pa501ee7,CO018,DriveDynamics,Entertainment,Carousel,0,0,0,10.47583741,0
2594,Cd10c,Od10cc0c,CO019,CulinaryCreators,Real Estate,Carousel,0,0,0,0,0
2595,Ca919,Oa919506,CO020,FlavorFrontiers,Retail,Banner,1,1,0,0,0
2596,C3a08,P3a08770,CO021,FiscalFrontiers,Pharmaceutical,Carousel,0,0,0,45.70484632,0
2597,C0157,P0157553,CO022,MedMakers,Pharmaceutical,Banner,1,0,0,43.2098937,0
2598,Ca0ad,Oa0ada88,CO023,PharmaPioneers,Legal,Video,1,1,1,0,93.6060549
2599,C69ae,O69ae694,CO024,CoverageCornerstone,Insurance,Carousel,1,0,0,0,0
2600,Cd474,Pd474deb,CO000,InsureCo,Retail,Carousel,1,0,0,14.5156261,0
2601,C0ae5,P0ae5cd3,CO001,CharityWorks,Consumer Goods,Carousel,1,0,0,38.16786738,0
2602,Cd2ee,Od2eef76,CO002,TasteBuds,Technology,Video,0,0,0,0,0
2603,C36b9,P36b992b,CO003,HealthPioneers,Legal,Carousel,1,0,0,37.21201556,0
2604,Cb807,Ob8075ce,CO004,JusticePartners,Food & Beverage,Carousel,0,0,0,0,0
2605,C865c,P865c7c4,CO005,AutoInnovators,Manufacturing,Carousel,0,0,0,38.70105285,0
2606,C3832,O3832dc8,CO006,EverydayEssentials,Pharmaceutical,Banner,1,0,0,0,0
2607,Cc4e7,Oc4e76ce,CO007,TechTrendsetters,Finance,Carousel,1,1,0,0,0
2608,Cb0fc,Ob0fcfa9,CO008,RetailRevolution,Non-Profit,Carousel,0,0,0,0,0
2609,C5528,O5528d49,CO009,LawLeaders,Manufacturing,Carousel,1,1,1,0,83.65196503
2610,C2897,O2897c91,CO010,GoodsGalaxy,Finance,Video,1,1,1,0,67.80445475
2611,C5960,P59601b7,CO011,LegalEagles,Finance,Video,0,0,0,22.55938144,0
2612,Cb92e,Ob92ec9b,CO012,DigitalFrontiers,Finance,Video,1,0,0,0,0
2613,C2a58,O2a58fe2,CO013,HopeNetwork,Retail,Banner,0,0,0,0,0
2614,C38dc,P38dc4fa,CO014,PowerPioneers,Real Estate,Banner,0,0,0,29.79464186,0
2615,C3af5,O3af5fc4,CO015,MarketMavens,Energy,Carousel,1,0,0,0,0
2616,C7b6b,O7b6b84a,CO016,SecureFutures,Insurance,Video,0,0,0,0,0
2617,C0bfb,O0bfb8c8,CO017,ShopSphere,Technology,Banner,0,0,0,0,0
2618,C37fa,O37faef7,CO018,DriveDynamics,Entertainment,Video,0,0,0,0,0
2619,Cf939,Of939b73,CO019,CulinaryCreators,Real Estate,Carousel,0,0,0,0,0
2620,Cdcb5,Odcb5957,CO020,FlavorFrontiers,Retail,Video,0,0,0,0,0
2621,Cfd27,Pfd2717e,CO021,FiscalFrontiers,Pharmaceutical,Carousel,0,0,0,28.64289706,0
2622,C67e5,O67e5393,CO022,MedMakers,Pharmaceutical,Video,0,0,0,0,0
2623,C5ea2,O5ea2f18,CO023,PharmaPioneers,Legal,Video,1,0,0,0,0
2624,C31fe,P31fe73e,CO024,CoverageCornerstone,Insurance,Banner,1,0,0,19.59445935,0
2625,C1760,P1760794,CO000,InsureCo,Retail,Video,1,1,1,79.28280366,199.3189851
2626,C6a14,O6a144dd,CO001,CharityWorks,Consumer Goods,Video,0,0,0,0,0
2627,Cfce7,Ofce7190,CO002,TasteBuds,Technology,Banner,0,0,0,0,0
2628,Cf133,Pf133ffb,CO003,HealthPioneers,Legal,Banner,0,0,0,13.09972371,0
2629,C396c,P396c1e4,CO004,JusticePartners,Food & Beverage,Carousel,1,1,1,58.03214339,173.3486331
2630,Caa7c,Oaa7c35f,CO005,AutoInnovators,Manufacturing,Carousel,0,0,0,0,0
2631,C199d,P199dd03,CO006,EverydayEssentials,Pharmaceutical,Banner,0,0,0,13.61149295,0
2632,Cc963,Oc963002,CO007,TechTrendsetters,Finance,Banner,1,0,0,0,0
2633,C46de,O46de47c,CO008,RetailRevolution,Non-Profit,Banner,1,1,0,0,0
2634,C30db,O30db7f2,CO009,LawLeaders,Manufacturing,Carousel,0,0,0,0,0
2635,C0b6d,O0b6d31e,CO010,GoodsGalaxy,Finance,Carousel,1,0,0,0,0
2636,C1e8a,P1e8ab6e,CO011,LegalEagles,Finance,Banner,1,1,0,12.49587959,0
2637,C3863,O3863f8c,CO012,DigitalFrontiers,Finance,Carousel,1,1,1,0,85.37726016
2638,Cd5cc,Pd5cca3d,CO013,HopeNetwork,Retail,Carousel,1,0,0,37.00682696,0
2639,C9087,O9087f7e,CO014,PowerPioneers,Real Estate,Carousel,1,1,1,0,65.71359872
2640,Ca218,Oa21833b,CO015,MarketMavens,Energy,Video,0,0,0,0,0
2641,Cb489,Ob4891ac,CO016,SecureFutures,Insurance,Banner,0,0,0,0,0
2642,Ce1a2,Oe1a28c0,CO017,ShopSphere,Technology,Banner,0,0,0,0,0
2643,C473c,O473cf01,CO018,DriveDynamics,Entertainment,Banner,1,1,0,0,0
2644,C4734,O4734443,CO019,CulinaryCreators,Real Estate,Carousel,0,0,0,0,0
2645,C5c1d,O5c1d2f2,CO020,FlavorFrontiers,Retail,Video,0,0,0,0,0
2646,Cc632,Pc632339,CO021,FiscalFrontiers,Pharmaceutical,Banner,1,0,0,46.93007731,0
2647,C9789,P9789468,CO022,MedMakers,Pharmaceutical,Video,1,1,0,47.6563358,0
2648,C2d5e,O2d5e3a6,CO023,PharmaPioneers,Legal,Video,1,1,0,0,0
2649,Cfcef,Pfcef6bb,CO024,CoverageCornerstone,Insurance,Banner,0,0,0,13.19440715,0
2650,C08d6,O08d6da2,CO000,InsureCo,Retail,Banner,1,0,0,0,0
2651,Cb198,Pb198ef6,CO001,CharityWorks,Consumer Goods,Carousel,1,0,0,21.64236635,0
2652,Cf7ef,Pf7efd08,CO002,TasteBuds,Technology,Video,1,0,0,43.05731833,0
2653,Cc064,Oc0647cd,CO003,HealthPioneers,Legal,Carousel,0,0,0,0,0
2654,Cd56f,Od56fff0,CO004,JusticePartners,Food & Beverage,Video,0,0,0,0,0
2655,C6b6a,O6b6a979,CO005,AutoInnovators,Manufacturing,Carousel,1,0,0,0,0
2656,C0136,O0136aed,CO006,EverydayEssentials,Pharmaceutical,Carousel,0,0,0,0,0
2657,C1683,O1683769,CO007,TechTrendsetters,Finance,Carousel,1,0,0,0,0
2658,C1fe5,O1fe5d29,CO008,RetailRevolution,Non-Profit,Banner,1,0,0,0,0
2659,C7c9d,P7c9db97,CO009,LawLeaders,Manufacturing,Carousel,1,1,1,75.10360524,176.3789025
2660,C8e4e,P8e4e27a,CO010,GoodsGalaxy,Finance,Banner,0,0,0,20.91427696,0
2661,C5a3a,O5a3a0bc,CO011,LegalEagles,Finance,Video,0,0,0,0,0
2662,C8201,O820162a,CO012,DigitalFrontiers,Finance,Carousel,0,0,0,0,0
2663,C15c6,P15c6e19,CO013,HopeNetwork,Retail,Banner,1,0,0,26.84275852,0
2664,C77d3,P77d3f6e,CO014,PowerPioneers,Real Estate,Banner,1,0,0,28.89405651,0
2665,C9def,O9def58b,CO015,MarketMavens,Energy,Video,1,0,0,0,0
2666,C9d71,O9d718ce,CO016,SecureFutures,Insurance,Carousel,1,0,0,0,0
2667,C0751,O0751322,CO017,ShopSphere,Technology,Video,1,0,0,0,0
2668,Cee41,Oee41ea6,CO018,DriveDynamics,Entertainment,Banner,0,0,0,0,0
2669,Cf3b8,Of3b80f2,CO019,CulinaryCreators,Real Estate,Video,1,1,0,0,0
2670,C96b1,P96b1068,CO020,FlavorFrontiers,Retail,Carousel,1,0,0,31.73792226,0
2671,C3c2b,O3c2b96a,CO021,FiscalFrontiers,Pharmaceutical,Video,0,0,0,0,0
2672,C2493,O2493a1c,CO022,MedMakers,Pharmaceutical,Carousel,1,0,0,0,0
2673,Ca0c5,Pa0c5310,CO023,PharmaPioneers,Legal,Banner,1,0,0,20.51900127,0
2674,C0962,P09629e7,CO024,CoverageCornerstone,Insurance,Video,0,0,0,33.3122544,0
2675,C212d,O212daf4,CO000,InsureCo,Retail,Banner,0,0,0,0,0
2676,C3d9f,O3d9ffa6,CO001,CharityWorks,Consumer Goods,Banner,1,0,0,0,0
2677,C3565,P3565e8d,CO002,TasteBuds,Technology,Video,1,1,1,54.60974317,154.4458788
2678,Cea6c,Pea6cf96,CO003,HealthPioneers,Legal,Carousel,1,1,1,68.1823374,113.5648227
2679,Cf546,Pf5467ef,CO004,JusticePartners,Food & Beverage,Banner,0,0,0,14.05731992,0
2680,C86fc,O86fc883,CO005,AutoInnovators,Manufacturing,Video,1,0,0,0,0
2681,C729a,O729a894,CO006,EverydayEssentials,Pharmaceutical,Video,1,1,0,0,0
2682,C7635,P7635697,CO007,TechTrendsetters,Finance,Carousel,0,0,0,18.06554695,0
2683,C151f,O151f15e,CO008,RetailRevolution,Non-Profit,Banner,0,0,0,0,0
2684,Cc8d5,Oc8d59e1,CO009,LawLeaders,Manufacturing,Video,1,1,1,0,89.42552356
2685,C4626,P4626afb,CO010,GoodsGalaxy,Finance,Carousel,1,0,0,43.49322046,0
2686,C2af3,O2af363b,CO011,LegalEagles,Finance,Banner,0,0,0,0,0
2687,C8b81,P8b8168f,CO012,DigitalFrontiers,Finance,Video,1,1,1,51.53311908,160.9226854
2688,C63c9,O63c96fd,CO013,HopeNetwork,Retail,Video,0,0,0,0,0
2689,Cc43e,Oc43e1ae,CO014,PowerPioneers,Real Estate,Video,1,1,0,0,0
2690,Ce00f,Oe00f961,CO015,MarketMavens,Energy,Carousel,0,0,0,0,0
2691,Cc69f,Pc69f437,CO016,SecureFutures,Insurance,Video,1,1,1,92.05868657,196.2669559
2692,C399b,O399b0b2,CO017,ShopSphere,Technology,Banner,0,0,0,0,0
2693,Cea83,Oea83fd9,CO018,DriveDynamics,Entertainment,Carousel,0,0,0,0,0
2694,C159c,O159c962,CO019,CulinaryCreators,Real Estate,Video,0,0,0,0,0
2695,C31d8,O31d8bc7,CO020,FlavorFrontiers,Retail,Banner,1,0,0,0,0
2696,Caaaa,Oaaaa939,CO021,FiscalFrontiers,Pharmaceutical,Banner,1,1,0,0,0
2697,C2e7a,O2e7aa3f,CO022,MedMakers,Pharmaceutical,Video,1,0,0,0,0
2698,Ca965,Oa96588c,CO023,PharmaPioneers,Legal,Video,1,1,1,0,52.3522981
2699,Ccff6,Ocff65b6,CO024,CoverageCornerstone,Insurance,Video,0,0,0,0,0
2700,C90e0,O90e061a,CO000,InsureCo,Retail,Banner,1,1,0,0,0
2701,Cb971,Ob9716a6,CO001,CharityWorks,Consumer Goods,Banner,1,1,1,0,88.27596996
2702,C4762,P4762236,CO002,TasteBuds,Technology,Video,1,0,0,40.96438394,0
2703,C1e05,P1e05cb5,CO003,HealthPioneers,Legal,Banner,1,1,1,62.22451142,184.840164
2704,Cd6dd,Pd6dd2d7,CO004,JusticePartners,Food & Beverage,Carousel,0,0,0,44.6194679,0
2705,C5aa1,P5aa17f3,CO005,AutoInnovators,Manufacturing,Banner,0,0,0,34.76642907,0
2706,C2b59,P2b5925f,CO006,EverydayEssentials,Pharmaceutical,Banner,0,0,0,29.92477418,0
2707,C3e2f,O3e2f2bd,CO007,TechTrendsetters,Finance,Carousel,1,0,0,0,0
2708,C3253,O3253f46,CO008,RetailRevolution,Non-Profit,Video,0,0,0,0,0
2709,Cb35a,Pb35a8b3,CO009,LawLeaders,Manufacturing,Banner,0,0,0,13.5915706,0
2710,C854d,O854dbaa,CO010,GoodsGalaxy,Finance,Banner,0,0,0,0,0
2711,C1ef2,O1ef25e5,CO011,LegalEagles,Finance,Video,0,0,0,0,0
2712,C503a,P503a478,CO012,DigitalFrontiers,Finance,Banner,1,1,0,47.68123758,0
2713,C0658,P0658ff9,CO013,HopeNetwork,Retail,Carousel,1,1,1,60.79256566,117.1026904
2714,C23ad,P23add5c,CO014,PowerPioneers,Real Estate,Carousel,0,0,0,32.02522908,0
2715,C5168,P51684f1,CO015,MarketMavens,Energy,Carousel,1,0,0,28.86909954,0
2716,Ce947,Oe947d10,CO016,SecureFutures,Insurance,Carousel,1,1,1,0,50.21279829
2717,C68ec,O68ec26d,CO017,ShopSphere,Technology,Carousel,1,1,0,0,0
2718,Cf7c2,Pf7c2457,CO018,DriveDynamics,Entertainment,Banner,1,1,1,71.00326243,178.4199344
2719,Cc67c,Pc67c388,CO019,CulinaryCreators,Real Estate,Video,1,1,1,82.82216912,100.794
2720,C9cdd,O9cdd6c7,CO020,FlavorFrontiers,Retail,Carousel,1,1,1,0,54.71252643
2721,C738d,P738d878,CO021,FiscalFrontiers,Pharmaceutical,Video,1,1,1,93.18408909,187.5200093
2722,C3d3f,O3d3f030,CO022,MedMakers,Pharmaceutical,Banner,1,0,0,0,0
2723,C0af4,O0af4372,CO023,PharmaPioneers,Legal,Video,0,0,0,0,0
2724,C841a,O841aeda,CO024,CoverageCornerstone,Insurance,Video,1,0,0,0,0
2725,C562f,O562fe71,CO000,InsureCo,Retail,Carousel,1,1,1,0,84.05125122
2726,Ce649,Oe64919a,CO001,CharityWorks,Consumer Goods,Carousel,1,0,0,0,0
2727,C1201,O1201016,CO002,TasteBuds,Technology,Video,0,0,0,0,0
2728,Cf83e,Pf83e5d7,CO003,HealthPioneers,Legal,Carousel,0,0,0,27.44936081,0
2729,C77f3,P77f3a20,CO004,JusticePartners,Food & Beverage,Banner,1,1,0,26.63404568,0
2730,C9906,P9906d16,CO005,AutoInnovators,Manufacturing,Carousel,1,0,0,47.31856774,0
2731,Ce0f3,Pe0f370d,CO006,EverydayEssentials,Pharmaceutical,Video,1,1,1,84.54722564,121.7361565
2732,C41ca,O41cab35,CO007,TechTrendsetters,Finance,Banner,0,0,0,0,0
2733,C525a,P525a809,CO008,RetailRevolution,Non-Profit,Banner,0,0,0,19.24588992,0
2734,C595e,P595e9ab,CO009,LawLeaders,Manufacturing,Video,0,0,0,42.5510654,0
2735,C9064,P90642f7,CO010,GoodsGalaxy,Finance,Carousel,0,0,0,36.68459533,0
2736,Ce728,Oe72844a,CO011,LegalEagles,Finance,Carousel,0,0,0,0,0
2737,Cf568,Pf568a70,CO012,DigitalFrontiers,Finance,Banner,1,1,1,74.64202453,151.32547
2738,Cf51b,Of51b40a,CO013,HopeNetwork,Retail,Carousel,0,0,0,0,0
2739,Cff7d,Off7df52,CO014,PowerPioneers,Real Estate,Video,0,0,0,0,0
2740,C7aa5,O7aa5475,CO015,MarketMavens,Energy,Banner,0,0,0,0,0
2741,C26ae,O26aece8,CO016,SecureFutures,Insurance,Carousel,1,0,0,0,0
2742,C23d5,O23d5fa8,CO017,ShopSphere,Technology,Banner,1,1,1,0,64.10991697
2743,C913b,O913b471,CO018,DriveDynamics,Entertainment,Video,1,0,0,0,0
2744,Ce1f8,Oe1f8276,CO019,CulinaryCreators,Real Estate,Video,0,0,0,0,0
2745,Cdd11,Odd11d62,CO020,FlavorFrontiers,Retail,Banner,0,0,0,0,0
2746,C30f4,O30f48e1,CO021,FiscalFrontiers,Pharmaceutical,Video,0,0,0,0,0
2747,C7345,P73454d5,CO022,MedMakers,Pharmaceutical,Carousel,0,0,0,41.29947014,0
2748,C8b49,O8b49508,CO023,PharmaPioneers,Legal,Carousel,0,0,0,0,0
2749,Ca88b,Pa88bbb9,CO024,CoverageCornerstone,Insurance,Banner,1,0,0,19.88318307,0
2750,C0b64,O0b64be2,CO000,InsureCo,Retail,Carousel,0,0,0,0,0
2751,C8b2d,O8b2dedd,CO001,CharityWorks,Consumer Goods,Banner,0,0,0,0,0
2752,Cf2a7,Pf2a78f2,CO002,TasteBuds,Technology,Carousel,1,1,0,34.87899354,0
2753,Cdf4d,Odf4defd,CO003,HealthPioneers,Legal,Video,1,1,0,0,0
2754,C979c,P979c9b0,CO004,JusticePartners,Food & Beverage,Banner,0,0,0,22.5226588,0
2755,Cee72,Oee72741,CO005,AutoInnovators,Manufacturing,Video,0,0,0,0,0
2756,Cea36,Pea366aa,CO006,EverydayEssentials,Pharmaceutical,Video,0,0,0,45.50894065,0
2757,C34f9,O34f96da,CO007,TechTrendsetters,Finance,Video,1,0,0,0,0
2758,C5963,O59636f8,CO008,RetailRevolution,Non-Profit,Banner,0,0,0,0,0
2759,Cb127,Ob1274d2,CO009,LawLeaders,Manufacturing,Banner,0,0,0,0,0
2760,Cf9b7,Of9b737c,CO010,GoodsGalaxy,Finance,Banner,0,0,0,0,0
2761,Ce616,Oe6160f9,CO011,LegalEagles,Finance,Video,1,0,0,0,0
2762,Ccd48,Ocd48877,CO012,DigitalFrontiers,Finance,Carousel,1,0,0,0,0
2763,Cedd4,Oedd4e0d,CO013,HopeNetwork,Retail,Carousel,1,0,0,0,0
2764,C677e,P677ee1c,CO014,PowerPioneers,Real Estate,Banner,0,0,0,41.43898502,0
2765,C2443,P2443116,CO015,MarketMavens,Energy,Carousel,1,1,0,13.4242819,0
2766,Caa29,Oaa29643,CO016,SecureFutures,Insurance,Banner,1,1,0,0,0
2767,C7875,P78750dc,CO017,ShopSphere,Technology,Banner,0,0,0,20.55062532,0
2768,C5cf7,O5cf73de,CO018,DriveDynamics,Entertainment,Banner,0,0,0,0,0
2769,C5d1e,P5d1e44e,CO019,CulinaryCreators,Real Estate,Banner,1,0,0,13.68551589,0
2770,Cda52,Oda52c11,CO020,FlavorFrontiers,Retail,Banner,1,1,0,0,0
2771,Cc375,Oc375bf6,CO021,FiscalFrontiers,Pharmaceutical,Video,0,0,0,0,0
2772,C9826,O9826e45,CO022,MedMakers,Pharmaceutical,Video,0,0,0,0,0
2773,Ce428,Oe428d58,CO023,PharmaPioneers,Legal,Banner,1,0,0,0,0
2774,C2b6b,O2b6bbbc,CO024,CoverageCornerstone,Insurance,Carousel,0,0,0,0,0
2775,Cd2ca,Pd2cade1,CO000,InsureCo,Retail,Video,0,0,0,46.56951471,0
2776,Cb884,Ob8846bb,CO001,CharityWorks,Consumer Goods,Carousel,0,0,0,0,0
2777,C341c,P341c6a4,CO002,TasteBuds,Technology,Video,0,0,0,18.28305995,0
2778,C7d69,P7d69e32,CO003,HealthPioneers,Legal,Carousel,1,1,1,99.57837477,194.1799408
2779,C0906,P0906a33,CO004,JusticePartners,Food & Beverage,Carousel,1,1,1,99.34526262,104.61473
2780,C350d,O350d2ef,CO005,AutoInnovators,Manufacturing,Banner,0,0,0,0,0
2781,C8c16,P8c1601a,CO006,EverydayEssentials,Pharmaceutical,Carousel,1,1,0,27.03960892,0
2782,Cccf1,Pccf1b82,CO007,TechTrendsetters,Finance,Video,1,0,0,41.20228917,0
2783,C7603,O76033f2,CO008,RetailRevolution,Non-Profit,Banner,0,0,0,0,0
2784,C919e,O919e8cd,CO009,LawLeaders,Manufacturing,Video,1,1,1,0,64.5233116
2785,C4f94,P4f941e8,CO010,GoodsGalaxy,Finance,Carousel,0,0,0,43.00459515,0
2786,Cdc84,Pdc84d42,CO011,LegalEagles,Finance,Banner,0,0,0,30.31644575,0
2787,Cd169,Od1699fa,CO012,DigitalFrontiers,Finance,Banner,1,0,0,0,0
2788,Cf7b8,Pf7b839c,CO013,HopeNetwork,Retail,Banner,0,0,0,43.29215796,0
2789,Cdc58,Pdc58120,CO014,PowerPioneers,Real Estate,Carousel,1,1,1,73.49265726,171.1831018
2790,Cd885,Pd885358,CO015,MarketMavens,Energy,Carousel,0,0,0,33.14260187,0
2791,C8ca5,O8ca57ab,CO016,SecureFutures,Insurance,Video,0,0,0,0,0
2792,Cd437,Pd437ebe,CO017,ShopSphere,Technology,Video,0,0,0,42.21529127,0
2793,Cfb1e,Pfb1ece2,CO018,DriveDynamics,Entertainment,Banner,1,0,0,37.36752363,0
2794,C16a4,P16a4d56,CO019,CulinaryCreators,Real Estate,Video,1,0,0,31.58015228,0
2795,Ca963,Oa963030,CO020,FlavorFrontiers,Retail,Carousel,0,0,0,0,0
2796,C6662,P6662583,CO021,FiscalFrontiers,Pharmaceutical,Banner,0,0,0,42.50436195,0
2797,Cf3fd,Of3fdf19,CO022,MedMakers,Pharmaceutical,Video,1,1,1,0,97.23688398
2798,C3df0,O3df02fe,CO023,PharmaPioneers,Legal,Carousel,0,0,0,0,0
2799,C19cb,O19cb777,CO024,CoverageCornerstone,Insurance,Banner,0,0,0,0,0
2800,Cbf92,Pbf92ca7,CO000,InsureCo,Retail,Banner,0,0,0,24.61748458,0
2801,C9cde,P9cde054,CO001,CharityWorks,Consumer Goods,Carousel,0,0,0,38.79415377,0
2802,C2225,P2225ef3,CO002,TasteBuds,Technology,Video,0,0,0,41.74137275,0
2803,C1161,O11617d3,CO003,HealthPioneers,Legal,Banner,1,0,0,0,0
2804,Cf1d9,Pf1d93dc,CO004,JusticePartners,Food & Beverage,Banner,1,0,0,16.92547976,0
2805,C8ee0,P8ee0871,CO005,AutoInnovators,Manufacturing,Video,1,1,0,28.53645863,0
2806,C8529,O85291a2,CO006,EverydayEssentials,Pharmaceutical,Carousel,0,0,0,0,0
2807,C5da7,O5da71ba,CO007,TechTrendsetters,Finance,Carousel,1,1,0,0,0
2808,C003c,P003c45a,CO008,RetailRevolution,Non-Profit,Carousel,0,0,0,24.85573754,0
2809,C9152,O9152911,CO009,LawLeaders,Manufacturing,Video,1,1,1,0,54.42548755
2810,Ccfc8,Ocfc8345,CO010,GoodsGalaxy,Finance,Carousel,0,0,0,0,0
2811,Cf370,Of370f47,CO011,LegalEagles,Finance,Carousel,1,1,0,0,0
2812,Ccd8b,Pcd8b420,CO012,DigitalFrontiers,Finance,Carousel,1,0,0,37.58067452,0
2813,C5588,O55883df,CO013,HopeNetwork,Retail,Carousel,0,0,0,0,0
2814,C210f,O210f07a,CO014,PowerPioneers,Real Estate,Banner,1,1,1,0,94.05723898
2815,Cc8b1,Pc8b1522,CO015,MarketMavens,Energy,Video,0,0,0,23.25982942,0
2816,Cefdf,Pefdffd6,CO016,SecureFutures,Insurance,Banner,0,0,0,13.73428812,0
2817,C006b,O006b3bd,CO017,ShopSphere,Technology,Carousel,0,0,0,0,0
2818,C0afe,P0afec7b,CO018,DriveDynamics,Entertainment,Banner,1,1,0,48.31839904,0
2819,Cf055,Pf055552,CO019,CulinaryCreators,Real Estate,Carousel,1,0,0,47.59420578,0
2820,C622a,O622a30d,CO020,FlavorFrontiers,Retail,Video,0,0,0,0,0
2821,Cae0b,Oae0bf66,CO021,FiscalFrontiers,Pharmaceutical,Video,0,0,0,0,0
2822,C5780,P57809eb,CO022,MedMakers,Pharmaceutical,Carousel,1,1,0,30.29095027,0
2823,Cb7fc,Pb7fc35c,CO023,PharmaPioneers,Legal,Carousel,0,0,0,12.48050183,0
2824,Cd17f,Od17f1c0,CO024,CoverageCornerstone,Insurance,Banner,1,0,0,0,0
2825,C6102,O6102638,CO000,InsureCo,Retail,Video,0,0,0,0,0
2826,Caf41,Paf41a65,CO001,CharityWorks,Consumer Goods,Carousel,0,0,0,42.32765639,0
2827,Ce0ab,Oe0abe8c,CO002,TasteBuds,Technology,Banner,0,0,0,0,0
2828,C5df0,O5df0ced,CO003,HealthPioneers,Legal,Banner,0,0,0,0,0
2829,Cece3,Oece3ca2,CO004,JusticePartners,Food & Beverage,Video,0,0,0,0,0
2830,Cda9f,Pda9f6d4,CO005,AutoInnovators,Manufacturing,Carousel,1,0,0,18.58785454,0
2831,C098c,P098c5fa,CO006,EverydayEssentials,Pharmaceutical,Banner,0,0,0,38.22458077,0
2832,C7798,O77989c6,CO007,TechTrendsetters,Finance,Video,0,0,0,0,0
2833,Cfbb3,Ofbb3813,CO008,RetailRevolution,Non-Profit,Video,0,0,0,0,0
2834,Ce246,Oe246cfd,CO009,LawLeaders,Manufacturing,Carousel,1,0,0,0,0
2835,C2465,P24656fb,CO010,GoodsGalaxy,Finance,Banner,1,0,0,42.1115351,0
2836,C18e1,P18e1199,CO011,LegalEagles,Finance,Banner,0,0,0,10.89402055,0
2837,C0d26,O0d26991,CO012,DigitalFrontiers,Finance,Carousel,1,0,0,0,0
2838,C7b1e,O7b1ea13,CO013,HopeNetwork,Retail,Carousel,1,1,1,0,88.55733047
2839,C5b7a,O5b7a369,CO014,PowerPioneers,Real Estate,Banner,0,0,0,0,0
2840,C9c6b,O9c6bfad,CO015,MarketMavens,Energy,Carousel,0,0,0,0,0
2841,C0df8,O0df887b,CO016,SecureFutures,Insurance,Carousel,1,0,0,0,0
2842,C346f,P346fb5b,CO017,ShopSphere,Technology,Banner,1,0,0,24.48324166,0
2843,Cac1d,Oac1d3c9,CO018,DriveDynamics,Entertainment,Carousel,0,0,0,0,0
2844,Cc907,Pc9072fe,CO019,CulinaryCreators,Real Estate,Video,1,0,0,29.69100337,0
2845,C25c0,P25c0877,CO020,FlavorFrontiers,Retail,Banner,0,0,0,16.31456825,0
2846,C6093,O6093881,CO021,FiscalFrontiers,Pharmaceutical,Banner,0,0,0,0,0
2847,C66d3,O66d3b38,CO022,MedMakers,Pharmaceutical,Video,0,0,0,0,0
2848,C67fd,P67fd974,CO023,PharmaPioneers,Legal,Carousel,1,1,1,98.42246377,117.0911553
2849,Cd2a8,Od2a83d2,CO024,CoverageCornerstone,Insurance,Banner,1,1,0,0,0
2850,Cd499,Od499c69,CO000,InsureCo,Retail,Carousel,1,1,1,0,67.56646336
2851,C170f,O170f98f,CO001,CharityWorks,Consumer Goods,Banner,0,0,0,0,0
2852,Cbdf5,Pbdf5729,CO002,TasteBuds,Technology,Video,1,1,0,13.40612862,0
2853,C3740,O37400ea,CO003,HealthPioneers,Legal,Banner,1,1,0,0,0
2854,C3332,O33321d9,CO004,JusticePartners,Food & Beverage,Banner,0,0,0,0,0
2855,C1018,O1018d3a,CO005,AutoInnovators,Manufacturing,Carousel,0,0,0,0,0
2856,C3e01,P3e01c71,CO006,EverydayEssentials,Pharmaceutical,Video,0,0,0,22.45240851,0
2857,C1949,O194900c,CO007,TechTrendsetters,Finance,Video,1,1,1,0,82.94951791
2858,C2598,P259822f,CO008,RetailRevolution,Non-Profit,Banner,0,0,0,40.88563745,0
2859,C634d,P634df2f,CO009,LawLeaders,Manufacturing,Video,0,0,0,15.14085661,0
2860,C1786,P17865c5,CO010,GoodsGalaxy,Finance,Carousel,1,1,0,25.10133717,0
2861,C130e,P130e8c2,CO011,LegalEagles,Finance,Carousel,1,1,1,95.26247936,149.7636697
2862,C7a37,P7a37809,CO012,DigitalFrontiers,Finance,Video,1,0,0,18.52652254,0
2863,C62d9,P62d9366,CO013,HopeNetwork,Retail,Banner,0,0,0,30.38523899,0
2864,C6adb,O6adb20c,CO014,PowerPioneers,Real Estate,Banner,0,0,0,0,0
2865,Cab9e,Oab9e066,CO015,MarketMavens,Energy,Video,0,0,0,0,0
2866,Ce7e2,Oe7e21a1,CO016,SecureFutures,Insurance,Video,0,0,0,0,0
2867,C8f17,O8f1762b,CO017,ShopSphere,Technology,Carousel,0,0,0,0,0
2868,C6057,O6057718,CO018,DriveDynamics,Entertainment,Video,0,0,0,0,0
2869,Cf3b6,Pf3b6b27,CO019,CulinaryCreators,Real Estate,Banner,0,0,0,47.47829273,0
2870,C0e7e,O0e7e486,CO020,FlavorFrontiers,Retail,Video,1,0,0,0,0
2871,Ce785,Pe7851ee,CO021,FiscalFrontiers,Pharmaceutical,Video,1,1,0,30.68435652,0
2872,Cd559,Od55927d,CO022,MedMakers,Pharmaceutical,Carousel,1,1,0,0,0
2873,C0211,P0211535,CO023,PharmaPioneers,Legal,Carousel,0,0,0,20.87876221,0
2874,Ca981,Pa981875,CO024,CoverageCornerstone,Insurance,Carousel,0,0,0,42.36837242,0
